lane_id,length
137133006#0_4,103.34
137133006#1_0,4.47
137133006#1_1,4.47
137133006#1_2,4.47
137133006#1_3,4.47
137454133#0_0,0.2
137454133#0_1,0.2
137454133#1_0,19.95
137454133#1_1,19.95
137454133#2_0,194.52
137454133#2_1,194.52
137685155#0_0,17.98
137685155#0_1,17.98
138300620#0_0,134.8
138300620#0_1,134.8
160314345#0_0,38.56
160314345#0_1,38.56
160314345#1_0,72.93
160314345#1_1,72.93
160314345#2_0,80.82
160314345#2_1,80.82
160314345#3_0,68.53
160314345#3_1,68.53
160314345#4_0,74.56
160314345#4_1,74.56
160314345#5_0,79.96
160314345#5_1,79.96
160314346#0_0,53.51
160314346#0_1,53.51
160314346#1_0,39.42
160314346#1_1,39.42
160314351#0_0,37.6
160314351#0_1,37.6
160314351#1_0,2.58
160314351#1_1,2.58
164051413_0,8.93
164051413_1,8.93
164051413_2,8.93
164078530_0,0.2
164078530_1,0.2
164078530_2,0.2
168702039#1_0,122.44
168702039#1_1,122.44
168702039#1_2,122.44
168702040#1_0,0.2
168702040#1_1,0.2
168702040#1_2,0.2
168702040#2_0,63.06
168702040#2_1,63.06
168702040#2_2,63.06
168702040#2_3,63.06
168702040#3_0,64.56
168702040#3_1,64.56
168702040#3_2,64.56
168702040#3_3,64.56
168702040#4_0,5.35
168702040#4_1,5.35
168702040#4_2,5.35
168702040#4_3,5.35
170018165#0_0,9.75
170018165#0_1,9.75
170018165#0_2,9.75
170018165#1_0,7.11
170018165#1_1,7.11
170018165#2_0,171.69
170018165#2_1,171.69
170018165#2.175_0,116.77
170018165#2.175_1,116.77
170018165#2.175_2,116.77
170425366#0_0,296.47
170425366#0_1,296.47
172488482#0_0,18.06
172488482#0_1,18.06
172488483#0_0,23.53
172488483#0_1,23.53
172493341#1_0,0.2
173177776#0_0,48.65
173203413#0_0,183.34
173203413#0_1,183.34
174800513_0,12.1
174800513_1,12.1
174800513_2,12.1
175770996#0_0,17.04
176550246_0,6.47
176550246_1,6.47
176550246_2,6.47
176550246_3,6.47
176550246_4,6.47
176550249#0_0,135.35
176550249#0_1,135.35
176550249#0_2,135.35
176550249#1_0,190.05
176550249#1_1,190.05
176550249#1_2,190.05
176550249#2_0,127.89
176550249#2_1,127.89
176550249#2_2,127.89
176550249#3_0,201.87
176550249#3_1,201.87
176550249#3_2,201.87
176550249#4_0,271.0
176550249#4_1,271.0
176550249#4_2,271.0
186865419#1_0,0.2
18809672#0_0,11.58
18809672#0_1,11.58
18809672#2_0,76.22
18809672#2_1,76.22
18809672#5_0,1.09
18809672#5_1,1.09
18809672#6_0,46.16
18809672#6_1,46.16
18809672#7_0,40.9
18809672#7_1,40.9
18809673#0_0,473.56
18809673#0_1,473.56
18813598#0_0,56.99
18813598#0_1,56.99
18813598#2_0,222.85
18813598#2_1,222.85
18813598#7_0,293.23
18813598#7_1,293.23
18813598#8_0,125.87
18813598#8_1,125.87
201089420#0_0,67.82
201089420#0_1,67.82
201089423#0_0,60.19
201089423#0_1,60.19
201089423#0_2,60.19
201089423#2_0,46.44
201089423#2_1,46.44
201089423#2_2,46.44
201143839_0,0.2
201143839_1,0.2
201143840_0,4.25
201143840_1,4.25
201201935#0_0,558.51
201201935#0_1,558.51
201201945#0_0,133.33
201201945#0_1,133.33
201201945#1_0,11.37
201201945#1_1,11.37
201201945#2_0,109.43
201201945#2_1,109.43
201201945#3_0,182.73
201201945#3_1,182.73
201201945#7_0,21.91
201201945#7_1,21.91
201201945#8_0,100.95
201201945#8_1,100.95
201201950#0_0,67.71
201201950#0_1,67.71
201201950#0_2,67.71
201201950#1_0,94.26
201201950#1_1,94.26
201201950#1_2,94.26
201201950#2_0,11.7
201201950#2_1,11.7
201201950#2_2,11.7
201201950#3_0,114.32
201201950#3_1,114.32
201201950#3_2,114.32
201201950#4_0,47.66
201201950#4_1,47.66
201201950#4_2,47.66
201201953#0_0,83.65
201201953#0_1,83.65
201201953#0_2,83.65
201201953#10_0,276.64
201201953#10_1,276.64
201201953#10_2,276.64
201201953#12_0,43.35
201201953#12_1,43.35
201201953#12_2,43.35
201201953#12_3,43.35
201201953#12_4,43.35
201201953#2_0,171.91
201201953#2_1,171.91
201201953#2_2,171.91
201201953#4_0,328.01
201201953#4_1,328.01
201201953#4_2,328.01
201234440_0,5.32
201234440_1,5.32
201238718#0_0,188.59
201238718#0_1,188.59
201238718#1_0,43.73
201238718#1_1,43.73
201238719#0_0,131.19
201238719#0_1,131.19
201238719#0_2,131.19
201238724_0,207.8
201238724_1,207.8
201238726#0_0,105.91
201238726#0_1,105.91
201238726#0.117_0,8.29
201238726#0.117_1,8.29
201238726#0.117_2,8.29
201238726#0.117_3,8.29
201238726#1_0,0.22
201238726#1_1,0.22
201238726#1_2,0.22
201238726#1_3,0.22
201238729#1_0,0.2
201238729#1_1,0.2
201238729#1_2,0.2
201238729#2_0,0.16
201238729#2_1,0.16
201238729#2_2,0.16
201238729#3_0,431.02
201238729#3_1,431.02
201238729#3_2,431.02
201238730_0,6.04
201238730_1,6.04
201238730_2,6.04
201950247#0_0,38.21
201950247#0_1,38.21
201950247#1_0,78.8
201950247#1_1,78.8
201950247#3_0,33.38
201950247#3_1,33.38
201950247#4_0,35.3
201950247#4_1,35.3
201950247#5_0,43.9
201950247#5_1,43.9
201950247#6_0,20.68
201950247#6_1,20.68
201950247#7_0,64.03
201950247#7_1,64.03
201950247#8_0,102.37
201950247#8_1,102.37
201950250#0_0,20.39
201950250#0_1,20.39
201950250#1_0,69.03
201950250#1_1,69.03
201950250#2_0,70.6
201950250#2_1,70.6
201950259#0_0,143.41
201950259#0_1,143.41
201950259#4_0,111.81
201950259#4_1,111.81
201950263#0_0,308.53
201950263#0_1,308.53
201950263#7_0,271.55
201950263#7_1,271.55
201956810_0,71.65
201956810_1,71.65
201956811#0_0,40.4
201956811#0_1,40.4
201956819#0_0,105.66
201956819#0_1,105.66
201956819#0_2,105.66
201956820_0,48.33
201956820_1,48.33
201956820_2,48.33
201956821#0_0,68.95
201956821#0_1,68.95
201956821#0_2,68.95
201956821#1.68_0,24.32
201956821#1.68_1,24.32
201956821#1.68_2,24.32
201956821#1.68_3,24.32
201963522#0_0,28.54
201963522#0_1,28.54
201963522#1_0,47.5
201963522#1_1,47.5
201963522#2_0,47.01
201963522#2_1,47.01
201963522#3_0,46.86
201963522#3_1,46.86
201963522#4_0,37.58
201963522#4_1,37.58
201963522#5_0,21.78
201963522#5_1,21.78
201963522#6_0,92.36
201963522#6_1,92.36
201963533#0_0,4.34
201963533#0_1,4.34
201963533#1_0,253.67
201963533#1_1,253.67
201963533#1_2,253.67
201963533#4_0,45.42
201963533#4_1,45.42
201963533#5_0,67.05
201963533#5_1,67.05
201963535_0,17.14
201963535_1,17.14
201963535_2,17.14
201963537#1_0,143.76
201963537#1_1,143.76
201963537#1_2,143.76
201963537#1_3,143.76
202070434#0_0,21.85
202070434#0_1,21.85
202070434#0_2,21.85
202070434#2_0,39.03
202070434#2_1,39.03
202070434#2_2,39.03
202092675_0,62.94
202092675_1,62.94
202092676#0_0,8.93
202092676#0_1,8.93
202092676#0_2,8.93
204588664#0_0,277.55
218647954_0,72.82
218647954_1,72.82
224251774#0_0,50.03
224251774#0_1,50.03
224251774#1_0,132.25
224251774#1_1,132.25
224251776#0_0,16.71
224251776#0_1,16.71
224251776#0_2,16.71
224892339#0_0,148.36
224892339#0_1,148.36
224892361#1_0,42.65
224892361#1_1,42.65
224892361#2_0,51.71
224892361#2_1,51.71
224892361#3_0,220.3
224892361#3_1,220.3
224892361#7_0,126.01
224892361#7_1,126.01
224892361#7_2,126.01
22690205#0_0,108.89
22690205#0_1,108.89
22690205#2_0,26.97
22690205#2_1,26.97
22690205#3_0,134.37
22690205#3_1,134.37
22690206#0_0,64.12
22690206#0_1,64.12
22690206#1_0,131.12
22690206#1_1,131.12
22690206#2_0,14.68
22690206#2_1,14.68
22716069#0_0,78.69
22716069#0_1,78.69
22716069#1_0,75.83
22716069#1_1,75.83
22716069#2_0,103.83
22716069#2_1,103.83
22716072#0_0,336.87
22716072#0_1,336.87
22716072#4_0,51.36
22716072#4_1,51.36
22716073_0,82.66
22716073_1,82.66
22716549#0_0,267.84
22716549#0_1,267.84
22724699#0_0,51.47
22724699#0_1,51.47
22724699#2_0,92.27
22724699#2_1,92.27
22724699#3_0,131.11
22724699#3_1,131.11
22724699#7_0,101.56
22724699#7_1,101.56
22879845_0,138.67
22879845_1,138.67
23166741#0_0,55.93
23166741#0_1,55.93
23166741#0_2,55.93
23166741#2_0,143.08
23166741#2_1,143.08
23166741#2_2,143.08
23166741#5_0,170.18
23166741#5_1,170.18
23166741#5_2,170.18
233675413#0_0,39.88
233675413#0_1,39.88
233675413#1_0,159.93
233675413#1_1,159.93
233675413#2_0,63.67
233675413#2_1,63.67
233675413#3_0,5.7
233675413#3_1,5.7
233675413#3_2,5.7
233675413#4_0,46.63
233675413#4_1,46.63
233675413#7_0,86.43
233675413#7_1,86.43
23436553#0_0,85.73
23436553#0_1,85.73
23436553#2_0,199.72
23436553#2_1,199.72
23436553#3_0,9.66
23436553#3_1,9.66
23436553#4_0,76.23
23436553#4_1,76.23
23525483#0_0,65.48
23525483#0_1,65.48
23525483#1_0,222.13
23525483#1_1,222.13
23525483#6_0,100.18
23525483#6_1,100.18
23525483#7_0,18.51
23525483#7_1,18.51
24599188#0.94_0,186.59
24599188#0.94_1,186.59
24608844_0,167.5
24608844_1,167.5
24608845_0,77.45
24608845_1,77.45
24608846#0_0,139.64
24608846#0_1,139.64
24608846#1_0,60.2
24608846#1_1,60.2
24634411_0,246.62
24634411_1,246.62
24634413#0_0,211.34
24634413#0_1,211.34
24634413#1_0,42.87
24634413#1_1,42.87
24634413#2_0,149.94
24634413#2_1,149.94
24634414#0_0,12.1
24634414#0_1,12.1
24634414#1_0,162.19
24634414#1_1,162.19
24634414#2_0,105.05
24634414#2_1,105.05
24634414#3_0,50.72
24634414#3_1,50.72
24634414#4_0,20.88
24634414#4_1,20.88
24634414#5_0,42.22
24634414#5_1,42.22
24634414#5.51_0,1.19
24634414#5.51_1,1.19
24634414#5.51_2,1.19
24634415_0,62.03
24634415_1,62.03
24634416_0,139.76
24634416_1,139.76
24634417_0,137.51
24634417_1,137.51
24634505_0,41.34
24634505_1,41.34
24634506#0_0,86.16
24634506#0_1,86.16
24634506#1_0,14.35
24634506#1_1,14.35
24634506#2_0,71.32
24634506#2_1,71.32
24634507_0,201.27
24634507_1,201.27
24634508_0,154.51
24634508_1,154.51
24634509#0_0,44.21
24634509#0_1,44.21
24634509#1_0,231.9
24634509#1_1,231.9
24634510#0_0,167.01
24634510#0_1,167.01
24634510#1_0,236.23
24634510#1_1,236.23
24634510#16_0,64.55
24634510#16_1,64.55
24634510#6_0,76.64
24634510#6_1,76.64
24634510#7_0,79.27
24634510#7_1,79.27
24634510#9_0,273.56
24634510#9_1,273.56
24634511_0,133.37
24634511_1,133.37
24634513#0_0,239.16
24634513#6_0,0.2
24634514#0_0,148.01
24634514#0_1,148.01
24634516#0_0,0.2
24634516#0_1,0.2
24634516#1_0,106.15
24634516#1_1,106.15
24634516#2_0,83.09
24634516#2_1,83.09
24634517#1_0,123.8
24634517#1_1,123.8
24634517#13_0,111.62
24634517#13_1,111.62
24634517#17_0,9.51
24634517#17_1,9.51
24634517#18_0,17.11
24634517#18_1,17.11
24634517#19_0,25.09
24634517#19_1,25.09
24634517#4_0,35.52
24634517#4_1,35.52
24634517#6_0,66.23
24634517#6_1,66.23
24634517#8_0,18.25
24634517#8_1,18.25
24634517#9_0,74.67
24634517#9_1,74.67
24634518#0_0,31.93
24634518#0_1,31.93
24634518#1_0,25.86
24634518#1_1,25.86
24634518#2_0,14.99
24634518#2_1,14.99
24634519_0,47.92
24634519_1,47.92
24634521#0_0,26.7
24634521#0_1,26.7
24634521#1_0,131.32
24634521#1_1,131.32
24634521#2_0,26.92
24634521#2_1,26.92
24693977#0_0,8.35
24693977#0_1,8.35
24693977#1_0,91.1
24693977#1_1,91.1
25117391#0_0,112.64
25117391#0_1,112.64
25117391#2_0,103.83
25117391#2_1,103.83
25117417#0_0,0.2
25117417#1_0,67.58
25117417#1_1,67.58
25122731#0_0,24.06
25122731#0_1,24.06
25136986_0,84.88
25136986_1,84.88
25145011#0_0,103.63
25145011#0_1,103.63
25145011#1_0,155.36
25145011#1_1,155.36
25145012#0_0,52.33
25145012#0_1,52.33
25145012#1_0,125.38
25145012#1_1,125.38
25145012#2_0,42.3
25145012#2_1,42.3
25145012#3_0,62.61
25145012#3_1,62.61
25145012#4_0,65.72
25145012#4_1,65.72
25145012#5_0,77.15
25145012#5_1,77.15
25145012#6_0,74.91
25145012#6_1,74.91
25145012#7_0,88.55
25145012#7_1,88.55
25145013#0_0,86.26
25145013#0_1,86.26
25145013#1_0,115.75
25145013#1_1,115.75
25145014#0_0,123.17
25145014#0_1,123.17
25145014#1_0,86.36
25145014#1_1,86.36
25145014#2_0,157.32
25145014#2_1,157.32
25145014#3_0,65.24
25145014#3_1,65.24
25145014#4_0,62.03
25145014#4_1,62.03
25149001#4_0,106.63
25149001#4_1,106.63
25149001#5_0,20.16
25149001#5_1,20.16
25149219#1_0,141.96
25149219#1_1,141.96
25187889_0,70.5
25187889_1,70.5
25187891_0,76.19
25187891_1,76.19
25187892_0,112.69
25187892_1,112.69
25187893_0,90.89
25187893_1,90.89
25187895#0_0,44.53
25187895#0_1,44.53
25187895#1_0,65.19
25187895#1_1,65.19
25187896_0,199.38
25187896_1,199.38
25190140#1_0,230.09
25190140#1_1,230.09
25190140#2_0,8.16
25190140#2_1,8.16
25209894#0_0,64.93
25209894#0_1,64.93
25209894#1_0,46.02
25209894#1_1,46.02
26642362#0_0,62.08
26642362#0_1,62.08
26642362#1_0,107.75
26642362#1_1,107.75
26642362#2_0,42.86
26642362#2_1,42.86
26642362#3_0,14.12
26642362#3_1,14.12
26642362#4_0,8.59
26642362#4_1,8.59
26642363_0,35.89
26642363_1,35.89
266565295#5_0,173.69
266565295#5_1,173.69
266565295#5_2,173.69
26676668_0,94.49
26676668_1,94.49
26677213#0_0,210.44
26677213#0_1,210.44
26677214#0_0,110.88
26677214#0_1,110.88
26677214#3_0,51.63
26677214#3_1,51.63
26677214#4_0,58.16
26677214#4_1,58.16
26677214#5_0,57.08
26677214#5_1,57.08
26677216#0_0,206.69
26677216#0_1,206.69
26677216#1_0,48.11
26677216#1_1,48.11
26677216#2_0,33.51
26677216#2_1,33.51
26677216#3_0,163.7
26677216#3_1,163.7
26677416#0_0,7.6
26677416#0_1,7.6
26677416#1_0,88.97
26677416#1_1,88.97
26677416#2_0,95.14
26677416#2_1,95.14
26677416#3_0,89.29
26677416#3_1,89.29
26677416#4_0,94.48
26677416#4_1,94.48
26677417#0_0,94.94
26677417#0_1,94.94
26677417#1_0,29.12
26677417#1_1,29.12
26677539_0,151.98
26677539_1,151.98
26677540#0_0,35.41
26677540#0_1,35.41
26677540#1_0,30.96
26677540#1_1,30.96
26677540#2_0,33.91
26677540#2_1,33.91
26677541_0,152.31
26677541_1,152.31
26677542#0_0,152.08
26677542#0_1,152.08
26677542#1_0,76.08
26677542#1_1,76.08
26678225_0,72.7
26678225_1,72.7
272042143_0,206.13
272042143_1,206.13
272042145_0,234.87
272042145_1,234.87
27920078#0_0,37.66
27920078#0_1,37.66
27920078#0_2,37.66
27920078#0_3,37.66
27920078#0_4,37.66
27920078#1_0,24.71
27920078#1_1,24.71
27920078#1_2,24.71
27920078#1_3,24.71
27920078#1_4,24.71
28111977#0_0,71.58
28111977#0_1,71.58
28111977#1_0,49.67
28111977#1_1,49.67
28111977#10_0,34.26
28111977#10_1,34.26
28111977#2_0,106.22
28111977#2_1,106.22
28111977#3_0,0.2
28111977#3_1,0.2
28111977#4_0,53.16
28111977#4_1,53.16
28111977#5_0,59.6
28111977#5_1,59.6
28111977#6_0,65.89
28111977#6_1,65.89
28111977#7_0,85.18
28111977#7_1,85.18
28111977#8_0,102.09
28111977#8_1,102.09
28111977#9_0,72.81
28111977#9_1,72.81
28319300#0_0,302.12
28319300#0_1,302.12
28319300#3_0,85.93
28319300#3_1,85.93
28361235#0_0,17.03
28361235#0_1,17.03
285549250#0_0,106.25
285549250#0_1,106.25
285549250#0_2,106.25
285716192#0_0,83.82
285716192#0_1,83.82
285716192#0_2,83.82
285716192#0.83_0,11.78
285716192#0.83_1,11.78
285716192#0.83_2,11.78
285716192#0.83_3,11.78
285716192#0.83_4,11.78
286646456#0_0,32.87
286646456#0_1,32.87
286646456#1_0,77.75
286646456#1_1,77.75
29236658#2_0,0.2
30482614_0,11.26
30482614_1,11.26
30482615#1_0,424.01
306240162#0_0,220.43
306431419_0,8.8
306431419_1,8.8
306431420_0,0.15
306431420_1,0.15
31395281_0,40.87
31395281_1,40.87
315358242#0_0,165.37
315358242#0_1,165.37
315358242#0_2,165.37
315358242#1_0,93.35
315358242#1_1,93.35
315358242#1_2,93.35
315358242#2_0,28.57
315358242#2_1,28.57
315358242#2_2,28.57
315358242#3_0,126.57
315358242#3_1,126.57
315358242#3_2,126.57
315358244_0,33.95
315358244_1,33.95
315358244_2,33.95
315358244_3,33.95
315358245.27_0,23.96
315358245.27_1,23.96
315358245.27_2,23.96
315358246_0,99.5
315358246_1,99.5
315358246_2,99.5
315358246_3,99.5
315358248#0_0,78.5
315358248#0_1,78.5
315358250#0_0,12.63
315358250#0_1,12.63
315358250#0_2,12.63
315358250#0_3,12.63
315358250#1_0,4.74
315358250#1_1,4.74
315358250#1_2,4.74
315358250#1_3,4.74
315358251#1_0,0.2
315358251#1_1,0.2
315358251#1_2,0.2
315358251#1_3,0.2
315358252#0_0,123.3
315358252#0_1,123.3
315358252#0_2,123.3
315358252#0_3,123.3
315358253#0_0,25.37
315358253#0_1,25.37
315358253#1_0,57.84
315358253#1_1,57.84
315358253#2_0,26.81
315358253#2_1,26.81
315358253#2_2,26.81
315358254#0_0,136.71
315358254#0_1,136.71
315358254#0_2,136.71
315358255#0_0,199.73
315358255#0_1,199.73
315358255#0_2,199.73
315358257#0_0,32.68
315358257#0_1,32.68
315358257#0.43_0,50.8
315358257#0.43_1,50.8
315358257#0.43_2,50.8
315392062#0_0,253.28
315392062#0_1,253.28
31860333#0_0,96.95
31860333#0_1,96.95
31860333#1_0,221.93
31860333#1_1,221.93
31860333#2_0,13.24
31860333#2_1,13.24
31860333#3_0,44.03
31860333#3_1,44.03
31860333#4_0,87.0
31860333#4_1,87.0
32021112#0_0,58.66
32021112#0_1,58.66
32021112#0_2,58.66
32021112#0_3,58.66
32124634_0,0.1
32124634_1,0.1
32124637#0_0,0.2
32124637#0_1,0.2
32124637#0_2,0.2
32124637#0_3,0.2
32124637#1_0,26.84
32124637#1_1,26.84
32124637#1_2,26.84
32124637#1_3,26.84
32124743_0,14.74
32124743_1,14.74
32124743_2,14.74
32124744_0,37.86
32124744_1,37.86
32124744_2,37.86
32395288#0_0,19.47
32395288#2_0,24.88
32395288#3_0,21.18
32395327#0_0,124.07
32395352#0_0,77.06
32395361#0_0,53.78
32395414#0_0,180.74
32395414#0_1,180.74
32395414#1_0,52.65
32395414#1_1,52.65
32395464_0,113.84
32395464_1,113.84
32978638#0_0,49.29
32978638#0_1,49.29
32978638#0_2,49.29
32999110#0_0,115.99
32999110#0_1,115.99
32999110#0_2,115.99
32999110#0_3,115.99
32999434#0_0,112.89
32999434#0_1,112.89
32999434#0_2,112.89
32999435_0,28.14
32999435_1,28.14
32999435_2,28.14
32999435_3,28.14
36962701#0_0,51.14
36962701#0_1,51.14
36962701#1_0,14.18
36962701#1_1,14.18
37386279_0,91.54
37386279_1,91.54
37681424#0_0,197.49
37681424#0_1,197.49
37681424#1_0,182.27
37681424#1_1,182.27
37681425#0_0,101.77
37681425#0_1,101.77
37681425#5_0,48.04
37681425#5_1,48.04
37681425#7_0,37.05
37681425#7_1,37.05
379897806_0,20.4
379897806_1,20.4
379897806_2,20.4
379897806_3,20.4
379897807_0,16.89
379897807_1,16.89
386687232#0_0,85.06
386687232#0_1,85.06
386687232#0_2,85.06
386687235_0,80.84
386687235_1,80.84
386687235_2,80.84
386687239#0_0,32.44
386687239#0_1,32.44
386687239#0_2,32.44
386687239#1_0,51.0
386687239#1_1,51.0
386687239#1_2,51.0
386687242_0,91.41
386687242_1,91.41
386687242_2,91.41
391891458#0_0,17.33
391891458#0_1,17.33
399835085#0_0,35.3
399835085#0_1,35.3
399835085#1_0,212.23
399835085#1_1,212.23
402600768#0_0,5.48
402600768#0_1,5.48
402600768#0_2,5.48
402600768#1_0,56.86
402600768#1_1,56.86
402600768#1_2,56.86
40888351#0_0,117.34
40888351#0_1,117.34
40888351#1_0,45.34
40888351#1_1,45.34
40888351#3_0,38.62
40888351#3_1,38.62
40888354#0_0,67.1
40888354#0_1,67.1
40888354#1_0,53.8
40888354#1_1,53.8
40888354#2_0,60.0
40888354#2_1,60.0
40888356#0_0,103.49
40888356#0_1,103.49
40888359_0,181.27
40888359_1,181.27
40888360#0_0,237.85
40888360#0_1,237.85
40888443_0,91.57
40888443_1,91.57
41203916#0_0,100.67
41203916#0_1,100.67
41203918#0_0,73.63
41203918#0_1,73.63
447569997#0_0,1.82
447569997#0_1,1.82
447569997#0_2,1.82
447569997#1_0,180.93
447569997#1_1,180.93
447569997#1_2,180.93
4942376_0,259.23
4942376_1,259.23
4942389#0_0,0.2
4942389#0_1,0.2
4942389#0_2,0.2
4942389#1_0,3.42
4942389#1_1,3.42
51857516#1_0,67.0
51857516#1_1,67.0
51857516#1_2,67.0
51857517#0_0,29.7
51857517#0_1,29.7
51857517#0_2,29.7
51857517#0.33_0,37.37
51857517#0.33_1,37.37
51857517#0.33_2,37.37
51857517#0.33_3,37.37
51857517#0.33_4,37.37
51857517#1_0,15.84
51857517#1_1,15.84
51857517#1_2,15.84
51857517#1_3,15.84
51857517#1_4,15.84
51857518#1_0,55.7
51857518#1_1,55.7
51857518#1_2,55.7
53396619#1_0,18.23
53396619#1_1,18.23
53396619#2_0,33.53
53396619#2_1,33.53
53396619#3_0,42.33
53396619#3_1,42.33
53396619#4_0,51.51
53396619#4_1,51.51
53396619#5_0,0.2
53396619#5_1,0.2
53396619#6_0,91.79
53396619#6_1,91.79
54169231#0_0,115.15
54169231#0_1,115.15
54169231#1_0,56.69
54169231#1_1,56.69
54169231#2_0,64.72
54169231#2_1,64.72
612075153#0_0,23.46
612075153#0_1,23.46
612075153#1_0,8.53
612075153#1_1,8.53
612075153#1_2,8.53
653473568#0_0,12.12
653473568#0_1,12.12
653473568#1_0,31.45
653473568#1_1,31.45
653473569#0_0,11.25
653473569#0_1,11.25
653473569#1_0,155.39
653473569#1_1,155.39
653473569#2_0,59.72
653473569#2_1,59.72
653473569#3_0,77.72
653473569#3_1,77.72
653473569#5_0,65.34
653473569#5_1,65.34
653473569#5_2,65.34
93386922_0,59.24
